NR_046018.2	DDX11L1
XR_007062789.1	LOC124902720
XR_007062489.1	ACER3
XM_011545151.3	ACER3
NM_001300954.2	ACER3
NM_001300955.2	ACER3
NM_001300953.2	ACER3
XM_047427235.1	ACER3
XM_017017987.2	ACER3
XM_011545152.3	ACER3
XR_007062792.1	LOC124902721
XR_007062790.1	LOC124902721
XR_007062791.1	LOC124902721
XR_007062793.1	LOC124902721
XR_950340.1	LOC105369399
XR_950341.1	LOC105369400
XM_011545225.1	CAPN5
XM_017018223.3	CAPN5
XR_001747888.2	MYO7A
XR_001747889.2	MYO7A
NM_001369365.1	MYO7A
NM_001127180.2	MYO7A
XM_011545044.3	MYO7A
XM_047426970.1	MYO7A
XM_047426971.1	MYO7A
XM_017017780.2	MYO7A
XM_017017788.2	MYO7A
XM_017017784.2	MYO7A
XM_017017786.2	MYO7A
XM_017017778.2	MYO7A
XM_017017779.2	MYO7A
XM_011545046.3	MYO7A
XM_017017781.2	MYO7A
XM_017017785.2	MYO7A
XM_017017782.2	MYO7A
XM_017017783.2	MYO7A
XM_047426972.1	MYO7A
XM_047426974.1	MYO7A
XM_017017787.2	MYO7A
XM_047426973.1	MYO7A
XM_011545050.3	MYO7A
XM_011544834.1	GDPD4
XM_047426557.1	GDPD4
XM_047426558.1	GDPD4
NR_164797.1	PAK1
NR_164798.1	PAK1
XM_024448560.2	PAK1
XM_047427054.1	PAK1
XM_047427049.1	PAK1
NM_001376304.1	PAK1
NM_001376273.1	PAK1
NM_001376268.1	PAK1
NM_001376301.1	PAK1
NM_001376290.1	PAK1
NM_001128620.2	PAK1
XM_047427051.1	PAK1
NM_001376281.1	PAK1
XM_047427048.1	PAK1
NM_001376283.1	PAK1
NM_001376276.1	PAK1
NM_001376280.1	PAK1
NM_001376284.1	PAK1
NM_001376282.1	PAK1
NM_001376277.1	PAK1
XM_024448559.2	PAK1
XM_047427053.1	PAK1
XM_047427050.1	PAK1
NM_001376305.1	PAK1
NM_001376302.1	PAK1
NM_001376293.1	PAK1
NM_001376278.1	PAK1
NM_001376270.1	PAK1
NM_001376303.1	PAK1
NM_001376295.1	PAK1
NM_001376291.1	PAK1
NM_001376292.1	PAK1
NM_001376289.1	PAK1
NM_001376288.1	PAK1
NM_001376274.1	PAK1
NM_001376269.1	PAK1
NM_001376272.1	PAK1
NM_001376279.1	PAK1
NM_001376275.1	PAK1
XM_024448557.2	PAK1
NM_001376294.1	PAK1
NM_001376286.1	PAK1
NM_001376271.1	PAK1
NM_001376287.1	PAK1
NM_001376285.1	PAK1
XM_047427047.1	PAK1
XM_047427046.1	PAK1
XM_047427052.1	PAK1
XM_024448558.2	PAK1
XR_007062794.1	LOC124902722
NR_130930.1	LINC03030
NM_001363477.2	AQP11
NM_001311202.2	CLNS1A
NM_001311200.2	CLNS1A
NM_001311201.2	CLNS1A
NM_001311199.2	CLNS1A
XR_001748072.1	LOC107984369
XR_001748073.1	LOC107984369
XM_017017923.2	RSF1
XM_005274051.3	RSF1
NR_046822.1	RSF1-IT1
NR_171642.1	AAMDC
NR_171640.1	AAMDC
NR_171643.1	AAMDC
NR_133637.3	AAMDC
NM_001316958.3	AAMDC
NM_001316957.3	AAMDC
NM_001392068.1	AAMDC
NM_001392034.1	AAMDC
NM_001392037.1	AAMDC
NM_001316960.2	AAMDC
XM_047426836.1	AAMDC
XM_047426838.1	AAMDC
NM_001392033.1	AAMDC
NM_001316962.2	AAMDC
NM_001392031.1	AAMDC
XM_047426839.1	AAMDC
XM_047426837.1	AAMDC
NM_001316961.2	AAMDC
NM_001392032.1	AAMDC
NM_001392038.1	AAMDC
NM_001392036.1	AAMDC
NM_001392035.1	AAMDC
XM_017017620.2	AAMDC
NM_001363564.2	AAMDC
XR_002957208.2	INTS4
XR_001748036.3	INTS4
XM_017018560.3	INTS4
XM_047427873.1	INTS4
XM_047427872.1	INTS4
XM_011545353.4	INTS4
NM_001203262.2	NDUFC2-KCTD14
NM_001203261.2	NDUFC2-KCTD14
NM_001203260.2	NDUFC2-KCTD14
NM_001282406.2	KCTD14
XR_007062795.1	LOC124902723
NM_001204055.2	NDUFC2
NM_001204054.3	NDUFC2
XR_950342.2	LOC105369401
XR_007062796.1	LOC105369401
XR_950044.4	ALG8
XR_007062497.1	ALG8
XR_001747956.2	ALG8
NM_001007027.3	ALG8
XM_005274247.4	ALG8
XM_047427578.1	ALG8
NR_102280.1	KCTD21-AS1
NR_102281.1	KCTD21-AS1
XM_006718517.3	KCTD21
XM_047426803.1	KCTD21
XM_006718518.4	KCTD21
XR_001747930.2	USP35
XM_047427335.1	USP35
XM_047427334.1	USP35
XM_047427332.1	USP35
XM_011545188.3	USP35
XM_011545187.3	USP35
XM_024448782.2	GAB2
NM_012296.4	GAB2
XM_047427935.1	GAB2
XM_047427936.1	GAB2
XR_950343.4	LOC105369402
NR_120564.1	LINC02728
NM_001243251.2	NARS2
XM_011545253.3	NARS2
XM_047427593.1	NARS2
XM_047427592.1	NARS2
XM_047427591.1	NARS2
XM_047427594.1	NARS2
XM_047427595.1	NARS2
XM_017018302.3	NARS2
XR_007062797.1	LOC105369403
XR_007062798.1	LOC105369403
NR_120566.1	LOC101928896
XM_047426739.1	TENM4
XM_047426737.1	TENM4
XM_047426736.1	TENM4
XM_017017525.2	TENM4
XM_047426742.1	TENM4
XM_047426741.1	TENM4
XM_047426740.1	TENM4
XM_047426738.1	TENM4
XM_011544933.4	TENM4
XR_007062800.1	LOC124902724
NR_030598.1	MIR708
NR_049841.1	MIR5579
XR_950347.3	LOC105369405
XR_950350.3	LOC105369406
XR_950354.3	LOC105369408
XR_007062799.1	LOC105369408
XR_001748502.2	LOC105369409
NR_120570.1	LINC02720
NR_120571.1	MIR4300HG
NR_036186.1	MIR4300
XR_950358.1	LOC105369410
XR_950362.3	LINC02734
XR_007062801.1	LINC02734
XR_950361.3	LINC02734
NM_001319214.2	PRCP
XM_005274093.2	PRCP
NM_199418.4	PRCP
RF01210	LOC124902840
XM_047427953.1	LOC124902602
XM_024448400.2	DDIAS
NM_001363481.2	DDIAS
XM_011544836.3	DDIAS
XM_011544837.2	DDIAS
NM_014488.5	RAB30
NM_001286061.1	RAB30
NM_001286059.2	RAB30
NR_033347.1	SNORA70E
NR_038903.1	RAB30-DT
XR_007062802.1	LOC124902725
XR_007062803.1	LOC124902726
NM_001346414.2	PCF11
NM_015885.4	PCF11
NM_001346415.2	PCF11
XM_047427120.1	PCF11
NR_149009.1	ANKRD42-DT
NR_149011.1	ANKRD42-DT
NR_149008.1	ANKRD42-DT
NR_149010.1	ANKRD42-DT
NR_133914.1	PCF11-AS1
NR_125355.2	ANKRD42
NM_001300972.2	ANKRD42
NM_001300973.2	ANKRD42
NM_182603.4	ANKRD42
NM_001300977.2	ANKRD42
NM_001300976.2	ANKRD42
NM_001286116.2	CCDC90B
NM_001286120.3	CCDC90B
NM_001286118.3	CCDC90B
NM_001286119.3	CCDC90B
NM_001286117.3	CCDC90B
XM_005274156.4	CCDC90B
XR_007062814.1	CCDC90B-AS1
XR_950379.2	LOC105369420
XR_007062819.1	LOC124902728
NR_165353.1	DLG2
NM_001351274.2	DLG2
XM_017017256.3	DLG2
XM_047426494.1	DLG2
NM_001351275.2	DLG2
XM_017017257.3	DLG2
XM_047426498.1	DLG2
XM_047426496.1	DLG2
XM_047426495.1	DLG2
XM_047426499.1	DLG2
XM_047426497.1	DLG2
XM_017017255.3	DLG2
XM_017017258.2	DLG2
XM_017017285.2	DLG2
XM_017017276.2	DLG2
XM_017017269.2	DLG2
XM_017017280.3	DLG2
XM_017017279.2	DLG2
XM_017017270.2	DLG2
XM_011544782.3	DLG2
XM_017017263.2	DLG2
XM_017017268.2	DLG2
NM_001300983.1	DLG2
NM_001377968.1	DLG2
NM_001364.3	DLG2
XM_017017267.2	DLG2
NM_001351276.2	DLG2
XM_017017265.3	DLG2
XM_017017281.3	DLG2
XM_047426502.1	DLG2
XM_017017271.3	DLG2
XM_047426500.1	DLG2
XM_017017264.3	DLG2
XM_047426505.1	DLG2
NM_001377973.1	DLG2
XM_047426503.1	DLG2
XM_017017277.2	DLG2
NM_001377971.1	DLG2
NM_001377970.1	DLG2
XM_017017273.3	DLG2
NM_001377967.1	DLG2
NM_001377966.1	DLG2
NM_001206769.2	DLG2
XM_017017262.2	DLG2
NM_001142700.2	DLG2
NM_001377974.1	DLG2
NM_001377972.1	DLG2
XM_005273810.5	DLG2
XM_017017284.2	DLG2
XM_017017287.2	DLG2
NM_001377977.1	DLG2
XM_017017289.2	DLG2
NM_001377982.1	DLG2
NM_001377981.1	DLG2
NM_001377980.1	DLG2
NM_001142702.2	DLG2
NM_001377979.1	DLG2
NM_001377978.1	DLG2
XM_017017290.2	DLG2
NM_001377976.1	DLG2
XM_047426506.1	DLG2
NM_001377975.1	DLG2
NM_001377983.1	DLG2
XR_007062817.1	LOC107984425
XR_001748523.2	LOC107984425
XR_007062816.1	LOC107984425
XR_007062808.1	DLG2-AS2
XR_007062805.1	DLG2-AS2
XR_007062806.1	DLG2-AS2
XR_007062804.1	DLG2-AS2
XR_007062807.1	DLG2-AS2
XR_007062809.1	DLG2-AS2
XR_007062813.1	DLG2-AS2
XR_007062811.1	DLG2-AS2
XR_007062812.1	DLG2-AS2
XR_007062810.1	DLG2-AS2
XR_007062818.1	LOC124900639
XR_007062821.1	LOC124902729
XR_007062820.1	LOC105369416
XR_007062815.1	LOC124902727
NR_146645.1	TMEM126B
NR_146646.1	TMEM126B
NM_001193537.3	TMEM126B
NM_001256546.2	TMEM126B
NM_001193538.3	TMEM126B
NM_001256547.2	TMEM126B
NM_001350393.1	TMEM126B
NM_001350395.2	TMEM126B
NM_001350396.2	TMEM126B
NM_001350394.2	TMEM126B
NM_001244735.2	TMEM126A
NR_165401.1	CREBZF
NR_165400.1	CREBZF
NR_165407.1	CREBZF
NR_028027.3	CREBZF
NR_165409.1	CREBZF
NR_028026.3	CREBZF
NR_165404.1	CREBZF
NR_028025.3	CREBZF
NR_165408.1	CREBZF
NR_165405.1	CREBZF
NR_165403.1	CREBZF
NR_165406.1	CREBZF
NR_165411.1	CREBZF
NR_028024.3	CREBZF
NR_165402.1	CREBZF
NR_165410.1	CREBZF
NR_165399.1	CREBZF
XM_017018086.2	CREBZF
XM_047427377.1	CREBZF
XM_047427378.1	CREBZF
XM_047427376.1	CREBZF
XM_047427375.1	CREBZF
XM_017018090.2	CREBZF
XM_047427379.1	CREBZF
XM_017018088.2	CREBZF
XM_017018089.2	CREBZF
XM_006718642.4	CREBZF
XM_011545195.3	CREBZF
NM_001394468.1	SYTL2
NM_001394471.1	SYTL2
NM_001394462.1	SYTL2
NM_001394458.1	SYTL2
NM_001394472.1	SYTL2
NM_001394453.1	SYTL2
NM_001394469.1	SYTL2
NM_001394466.1	SYTL2
NM_001365827.2	SYTL2
NM_001289608.2	SYTL2
XM_047427166.1	SYTL2
XM_047427162.1	SYTL2
XM_047427158.1	SYTL2
NM_001394459.1	SYTL2
NM_001394456.1	SYTL2
XM_047427174.1	SYTL2
NM_001394464.1	SYTL2
XM_047427168.1	SYTL2
NM_001394461.1	SYTL2
NM_001394451.1	SYTL2
XM_017017934.2	SYTL2
NM_001394467.1	SYTL2
XM_047427171.1	SYTL2
XM_047427173.1	SYTL2
XM_047427161.1	SYTL2
XM_047427175.1	SYTL2
XM_047427167.1	SYTL2
NM_001394460.1	SYTL2
NM_001394450.1	SYTL2
NM_001394473.1	SYTL2
XM_047427164.1	SYTL2
XM_047427170.1	SYTL2
NM_001162951.4	SYTL2
NM_001394470.1	SYTL2
NM_032943.5	SYTL2
NM_001394465.1	SYTL2
NM_001394455.1	SYTL2
XM_047427156.1	SYTL2
NM_206928.4	SYTL2
XM_047427155.1	SYTL2
NM_001394447.1	SYTL2
XM_047427163.1	SYTL2
XM_047427169.1	SYTL2
NM_001162953.4	SYTL2
XM_047427172.1	SYTL2
NM_001365826.2	SYTL2
XM_047427165.1	SYTL2
NM_001394454.1	SYTL2
NM_001394452.1	SYTL2
NM_001394448.1	SYTL2
XM_047427153.1	SYTL2
XM_047427157.1	SYTL2
NM_001394457.1	SYTL2
NM_001394449.1	SYTL2
XM_047427176.1	SYTL2
NM_001365835.2	SYTL2
XM_017017939.2	SYTL2
XM_011545116.3	SYTL2
NM_001365833.2	SYTL2
NM_001365829.2	SYTL2
NM_001289610.2	SYTL2
NM_206929.4	SYTL2
NM_001365832.2	SYTL2
NM_001365831.2	SYTL2
NM_001365834.2	SYTL2
NM_206930.4	SYTL2
NM_001365828.2	SYTL2
NM_001162952.3	SYTL2
NM_001289609.2	SYTL2
NM_001365830.2	SYTL2
XM_047427159.1	SYTL2
XM_047427160.1	SYTL2
XM_011544839.3	CCDC83
NM_173556.5	CCDC83
XM_011544842.2	CCDC83
XM_017017354.2	CCDC83
XM_011544843.2	CCDC83
XM_047426560.1	CCDC83
XM_017017355.2	CCDC83
XM_011544840.3	CCDC83
XM_011544841.2	CCDC83
XM_011544844.3	CCDC83
XM_047427666.1	PICALM
NM_001206947.2	PICALM
XM_047427660.1	PICALM
XM_047427669.1	PICALM
XM_047427667.1	PICALM
XM_047427665.1	PICALM
XM_017018388.3	PICALM
XM_047427668.1	PICALM
XM_017018387.3	PICALM
XM_017018384.3	PICALM
XM_005274336.4	PICALM
XM_005274340.4	PICALM
XM_017018386.3	PICALM
XM_017018383.3	PICALM
NM_001008660.3	PICALM
XM_047427662.1	PICALM
XM_047427659.1	PICALM
XM_017018381.3	PICALM
XM_047427663.1	PICALM
XM_047427661.1	PICALM
NM_001206946.2	PICALM
XM_024448700.2	PICALM
XM_017018385.3	PICALM
XM_005274334.4	PICALM
XM_005274329.5	PICALM
XM_005274328.4	PICALM
XM_005274337.4	PICALM
XM_005274331.4	PICALM
XM_005274326.4	PICALM
XM_005274322.4	PICALM
XR_007062822.1	LOC124902730
XR_007062823.1	LOC124902731
RF01210	LOC124902829
XR_001748524.2	LINC02695
XM_011545330.3	EED
XM_017018512.3	EED
XM_017018513.3	EED
NM_001308007.2	EED
NM_001330334.2	EED
XM_011545331.3	EED
XM_047427801.1	EED
XM_047427802.1	EED
XM_047427803.1	EED
NR_106813.1	MIR6755
NR_136324.2	HIKESHI
XR_001747904.3	HIKESHI
NR_024597.2	HIKESHI
NR_024598.2	HIKESHI
NM_001322407.2	HIKESHI
NM_001322409.2	HIKESHI
NM_001322404.2	HIKESHI
XM_017017915.2	HIKESHI
XM_017017914.3	HIKESHI
XM_047427117.1	HIKESHI
XR_007062826.1	LOC105369421
XR_007062825.1	LOC105369421
XR_001748531.2	LOC105369421
NM_021827.5	CCDC81
NR_172888.1	ME3
NR_172889.1	ME3
NR_147828.2	ME3
NR_147830.2	ME3
NR_147829.2	ME3
NR_147831.2	ME3
XR_007062445.1	ME3
XR_007062441.1	ME3
XR_949761.4	ME3
XR_007062446.1	ME3
XR_007062443.1	ME3
XR_007062444.1	ME3
XR_007062442.1	ME3
NM_001395868.1	ME3
NM_001161586.3	ME3
NM_006680.3	ME3
NM_001351934.2	ME3
NM_001014811.2	ME3
XM_047426309.1	ME3
XM_017017137.2	ME3
XM_047426305.1	ME3
XM_047426307.1	ME3
XM_047426308.1	ME3
XR_950387.4	LOC102724775
NR_120591.3	PRSS23
NR_120592.2	PRSS23
NR_120593.2	PRSS23
NM_001293180.2	PRSS23
NM_001293179.2	PRSS23
NR_045004.1	OR7E2P
XR_001748532.3	LOC107984429
XR_007062824.1	LOC107984428
NR_038905.1	FZD4-DT
XR_007062827.1	LOC105369422
NR_033149.2	TMEM135
NM_001168724.2	TMEM135
XM_017018141.3	TMEM135
XM_017018142.2	TMEM135
XR_002957260.2	LOC107984361
XR_002957261.2	LOC107984361
XR_001748316.2	LOC107984361
XR_001748317.2	LOC107984361
NR_135090.1	LINC02711
XM_017017456.3	RAB38
XM_017017455.3	RAB38
NR_036124.1	MIR3166
NM_001114173.3	CTSC
NM_148170.5	CTSC
XR_007062834.1	LOC101929174
XR_007062831.1	LOC101929174
XR_001748319.3	LOC101929174
XR_007062830.1	LOC101929174
XR_007062828.1	LOC101929174
XR_007062835.1	LOC101929174
XR_001748320.3	LOC101929174
XR_007062829.1	LOC101929174
XR_007062832.1	LOC101929174
XR_007062833.1	LOC101929174
XR_007062836.1	LOC101929174
NR_049724.1	GRM5-AS1
NM_001384268.1	GRM5
NM_000842.5	GRM5
XM_011542792.2	GRM5
XM_011542970.3	TYR
NR_120406.2	NOX4
NM_001143837.2	NOX4
NM_001300995.1	NOX4
NM_001291926.2	NOX4
NM_001143836.3	NOX4
NM_001291927.1	NOX4
NM_001291929.2	NOX4
XM_017017843.3	NOX4
NM_001395847.1	FOLH1B
XM_047426532.1	FOLH1B
XM_047426533.1	FOLH1B
NM_153696.3	FOLH1B
NM_001271942.1	TRIM77
XM_024448617.2	TRIM49
XM_017018027.3	TRIM49
NR_169306.1	LOC642414
NM_001164397.3	TRIM64B
XM_011542955.3	TRIM64B
NM_001206627.2	TRIM49D1
NM_001136486.2	TRIM64
NR_146921.1	TRIM51EP
NR_028346.1	TRIM53AP
XM_017018126.2	TRIM49C
XM_024448656.2	TRIM49C
RF00275	LOC124900309
XR_007062427.1	NAALAD2
XR_007062428.1	NAALAD2
XM_017017043.3	NAALAD2
XM_047426168.1	NAALAD2
XM_017017046.3	NAALAD2
NM_001300930.2	NAALAD2
XM_017017045.2	NAALAD2
NM_001144073.2	CHORDC1
XM_017017541.3	CHORDC1
XM_047426766.1	CHORDC1
XM_047426767.1	CHORDC1
XR_007062978.1	LOC124902812
NR_104190.1	DISC1FP1
NR_039711.1	MIR4490
NR_031663.1	MIR1261
XR_947881.4	LINC02748
XR_001748074.1	LOC107984371
XR_001748324.2	LINC02756
XR_001748331.2	LINC02756
XR_007062982.1	LINC02756
XR_007062979.1	LINC02756
XR_007062980.1	LINC02756
XR_007062981.1	LINC02756
XR_007062983.1	LINC02756
XR_007062984.1	LINC02756
XR_947892.1	LOC105369429
XR_947893.1	LOC105369429
XR_947894.2	LOC105369429
XM_017017179.3	FAT3
XM_017017178.3	FAT3
XM_017017180.2	FAT3
XM_017017182.3	FAT3
NM_001008781.3	FAT3
XM_017017186.2	FAT3
XM_017017184.3	FAT3
NM_001378141.1	FAT3
XM_047426353.1	FAT3
XM_017017187.2	FAT3
XM_017017185.2	FAT3
XR_007062837.1	LOC124902732
NR_135091.1	LINC02746
XR_007062838.1	LOC124902733
XM_011542839.3	MTNR1B
XM_017017777.2	MTNR1B
NM_001286139.2	SLC36A4
XM_047426350.1	SLC36A4
XM_047426351.1	SLC36A4
XM_047426352.1	SLC36A4
XM_024448785.2	LOC112268080
XR_007062456.1	DEUP1
XR_947798.3	DEUP1
XR_007062457.1	DEUP1
XM_011542631.3	DEUP1
XM_047426455.1	DEUP1
XM_011542630.2	DEUP1
XM_005273802.2	DEUP1
XM_011542633.3	DEUP1
XM_011542629.3	DEUP1
XM_011542635.3	DEUP1
XM_011542632.4	DEUP1
XM_047426456.1	DEUP1
XM_047426457.1	DEUP1
XM_011542637.3	DEUP1
XM_011542638.3	DEUP1
XM_011542636.3	DEUP1
XR_007062839.1	LOC124902734
XM_011542909.1	SMCO4
XM_011542907.1	SMCO4
XM_017018020.1	SMCO4
XM_047427266.1	SMCO4
XM_011542911.3	SMCO4
XM_011543047.2	CEP295
XM_005274366.2	CEP295
XM_017018470.2	CEP295
XM_005274367.3	CEP295
XM_011543049.2	CEP295
XM_017018472.2	CEP295
XM_017018471.2	CEP295
XM_005274368.3	CEP295
XM_011543048.2	CEP295
XM_047427788.1	CEP295
XM_047427789.1	CEP295
XM_047427791.1	CEP295
XM_047427790.1	CEP295
XM_047427792.1	CEP295
XM_047427796.1	CEP295
XM_047427797.1	CEP295
XM_017018474.3	CEP295
XM_047427794.1	CEP295
XM_047427795.1	CEP295
XM_011543053.3	CEP295
NR_002569.2	SCARNA9
NR_146091.2	TAF1D
NR_146090.2	TAF1D
NR_003028.1	SNORA25
NR_003032.1	SNORA32
NR_003036.1	SNORD6
NR_003026.1	SNORA1
NR_002920.1	SNORA8
NR_003033.1	SNORD5
NR_002959.1	SNORA18
NR_031639.1	MIR1304
NR_002973.1	SNORA40
XM_047426832.1	C11orf54
NM_001351986.2	C11orf54
NM_001286067.2	C11orf54
NM_001351989.2	C11orf54
NM_001351985.2	C11orf54
NM_001351987.2	C11orf54
NM_001351988.2	C11orf54
NM_001351990.2	C11orf54
NM_014039.4	C11orf54
NM_001286071.2	C11orf54
NM_001286068.2	C11orf54
NM_001351991.2	C11orf54
NM_001351992.2	C11orf54
NM_001286070.2	C11orf54
NM_001351993.2	C11orf54
NM_001369406.2	C11orf54
XM_047426834.1	C11orf54
XM_017017617.2	C11orf54
XM_047426833.1	C11orf54
XM_011542782.4	C11orf54
XM_047426835.1	C11orf54
RF01210	LOC124902836
XR_001747865.2	VSTM5
XR_007062840.1	LOC124902735
XM_047426702.1	PANX1
XM_011542734.3	PANX1
XR_947901.3	LOC105369435
XR_947903.3	LOC105369435
NM_001393610.1	IZUMO1R
NM_001330345.2	GPR83
XR_007062484.1	MRE11
XR_007062482.1	MRE11
XR_007062483.1	MRE11
XR_947828.3	MRE11
XM_011542837.3	MRE11
XM_047426967.1	MRE11
NM_001330347.2	MRE11
NM_005590.4	MRE11
XM_006718842.4	MRE11
XM_017017772.2	MRE11
XM_005274008.4	MRE11
XM_047426968.1	MRE11
NR_031630.1	MIR548L
XM_017017941.2	ANKRD49
NR_135093.1	PIWIL4-AS1
NR_135094.1	PIWIL4-AS1
NR_135096.1	PIWIL4-AS1
XR_007062842.1	LINC02700
XR_947913.3	LINC02700
XR_007062845.1	LINC02700
XR_007062846.1	LINC02700
XR_007062841.1	LINC02700
XR_947920.2	LINC02700
XR_007062844.1	LINC02700
XR_007062848.1	LINC02700
XR_007062849.1	LINC02700
XR_007062853.1	LINC02700
XR_947921.2	LINC02700
XR_007062855.1	LINC02700
XR_007062851.1	LINC02700
XR_007062854.1	LINC02700
XR_007062843.1	LINC02700
XR_007062850.1	LINC02700
XR_007062847.1	LINC02700
XR_007062856.1	LINC02700
XR_007062857.1	LINC02700
XR_007062852.1	LINC02700
XM_005273798.5	AMOTL1
XM_011542626.3	AMOTL1
XM_006718772.4	AMOTL1
XM_047426452.1	AMOTL1
NM_001301007.2	AMOTL1
XM_047426451.1	AMOTL1
XM_047426453.1	AMOTL1
XM_047426450.1	AMOTL1
XM_005273801.5	AMOTL1
XM_011542628.3	AMOTL1
NM_001363372.2	CWC15
NM_001363371.2	CWC15
XR_001748334.1	LOC107984375
NR_103726.1	SRSF8
NR_169861.1	SRSF8
NR_110303.1	LNCRNA-IUR
NM_001271594.2	SESN3
XM_011542614.2	SESN3
XM_024448355.2	SESN3
XM_047426416.1	SESN3
NR_110295.2	LOC100129203
XR_947928.3	LOC105369439
XR_947927.2	LOC105369439
XR_001748336.2	LOC105369440
XR_947931.3	LOC105369441
XR_001748337.2	LOC107984377
XR_007062451.1	FAM76B
NM_001330357.2	FAM76B
XM_047426410.1	FAM76B
XM_011542610.3	FAM76B
XM_047426411.1	FAM76B
XM_005273776.5	FAM76B
XM_011542612.2	FAM76B
XM_047426413.1	FAM76B
XM_047426412.1	FAM76B
XM_047426414.1	FAM76B
NM_001363604.2	CEP57
NM_001243776.2	CEP57
NM_001243777.2	CEP57
XM_006718946.4	CEP57
XM_006718945.4	CEP57
XM_017018593.3	CEP57
XM_017018594.3	CEP57
XM_017018592.2	CEP57
XM_047427925.1	CEP57
NM_201281.3	MTMR2
NM_201278.3	MTMR2
NM_001243571.2	MTMR2
XM_047427806.1	MTMR2
XM_047427807.1	MTMR2
XM_047427808.1	MTMR2
XM_047427805.1	MTMR2
XM_011543023.4	MAML2
XM_047427710.1	MAML2
NR_036125.1	MIR1260B
XM_005274292.4	CCDC82
XM_017018310.2	CCDC82
XM_011542988.4	CCDC82
XM_024448693.2	CCDC82
XM_011542987.4	CCDC82
NM_001318736.2	CCDC82
XM_024448690.2	CCDC82
XM_047427606.1	CCDC82
XM_017018307.2	CCDC82
NM_001363594.2	CCDC82
XM_011542984.4	CCDC82
XM_047427605.1	CCDC82
XM_047427603.1	CCDC82
XM_047427602.1	CCDC82
XM_047427607.1	CCDC82
XM_047427604.1	CCDC82
NM_001318737.3	CCDC82
NM_003772.4	JRKL
NR_047481.2	JRKL-AS1
NR_135097.1	LINC02737
XR_001748338.1	LOC105369448
XR_007062858.1	LINC02553
XR_007062859.1	LOC105369450
XR_947939.2	LOC105369450
XR_947940.3	LOC105369451
XR_947941.2	LOC105369452
XR_947942.2	LOC105369453
XR_947944.2	LINC02713
XR_947943.2	LINC02713
XR_947945.2	LINC02713
XR_001748076.1	LINC02713
XR_947946.3	LOC105369455
XM_017017926.2	CNTN5
XM_011542871.2	CNTN5
NM_001243270.2	CNTN5
XM_047427130.1	CNTN5
NM_001243271.2	CNTN5
XM_047427131.1	CNTN5
XM_017017927.2	CNTN5
XM_011542873.2	CNTN5
XM_017017929.2	CNTN5
XM_017017928.2	CNTN5
NM_175566.2	CNTN5
XR_001748534.1	LOC107984431
XR_947948.3	LOC105369456
XR_007062860.1	LOC124902736
NR_133571.1	ARHGAP42-AS1
NM_001367945.1	ARHGAP42
XM_011542616.3	ARHGAP42
XM_011542615.3	ARHGAP42
XM_047426418.1	ARHGAP42
XR_947949.3	LOC105369457
NR_145747.1	SNORD13I
NR_073142.3	PGR
NR_073143.3	PGR
NR_073141.3	PGR
NM_001271162.2	PGR
NM_001271161.2	PGR
NM_001202474.3	PGR
XM_006718858.4	PGR
XM_011542869.3	PGR
NR_073144.1	PGR-AS1
XR_947952.2	LOC105369458
XR_007062861.1	LOC124902737
XM_047427509.1	TRPC6
XM_017018221.3	TRPC6
XM_047427511.1	TRPC6
XM_011542968.4	TRPC6
XM_047427510.1	TRPC6
NR_037485.1	MIR3920
XM_047427998.1	LOC124902738
XM_047427997.1	LOC124902738
XM_017017466.3	ANGPTL5
XM_011542735.4	ANGPTL5
NM_001363543.2	CEP126
XM_005271713.5	CFAP300
NM_001363505.2	CFAP300
NM_001195005.2	CFAP300
RF01210	LOC124902830
XM_005271378.4	YAP1
XM_005271381.4	YAP1
XM_005271380.4	YAP1
XM_005271383.4	YAP1
NM_001282101.2	YAP1
NM_001282100.2	YAP1
NM_001195044.2	YAP1
NM_001282099.2	YAP1
NM_001282098.2	YAP1
NM_001282097.2	YAP1
NM_006106.5	YAP1
XM_011542555.3	YAP1
NM_001195045.2	YAP1
XR_007062863.1	LOC105369460
XR_007062862.1	LOC105369460
XR_007062864.1	LOC124902739
NM_182962.3	BIRC3
NM_001256166.2	BIRC2
NM_001256163.1	BIRC2
NR_135053.1	TMEM123-DT
XR_007062865.1	LOC124902740
NR_135076.1	LOC102723838
XR_001748340.2	LOC101928477
XR_947958.3	LOC101928477
XR_947957.3	LOC101928477
XR_007062866.1	LOC101928477
XR_007062867.1	LOC101928477
XR_001748341.2	LOC101928477
XM_011542950.4	MMP27
XM_011542948.3	MMP27
XM_011542949.3	MMP27
XM_017018120.2	MMP27
NM_001304442.2	MMP8
NM_001304441.2	MMP8
XM_011542834.3	MMP8
XM_011542835.3	MMP8
XM_047426965.1	MMP8
XM_047426966.1	MMP8
NR_038390.1	WTAPP1
NM_001145938.2	MMP1
XR_007062868.1	LOC124902741
NM_001318740.2	DCUN1D5
NM_001318741.2	DCUN1D5
NM_001318739.2	DCUN1D5
NM_001080463.2	DYNC2H1
XM_017018291.2	DYNC2H1
XM_006718903.3	DYNC2H1
XM_017018293.2	DYNC2H1
XM_017018292.2	DYNC2H1
XR_001748343.2	LOC105369463
XR_001748345.2	LOC102723862
XR_001748346.2	LOC102723862
XR_001748344.2	LOC102723862
NR_039842.1	MIR4693
